"id","name","description","unit","valueType","length","defaultValue","min","max","needReboot","category","writable","volatile","submodule"
21731,"FITNESS_REST_TIME_OVERRIDE","Override the fitness rest time.","s","uint16",2,"0","0","65535",0,"BP",1,1,"DEFAULT"
21730,"MC_IPS_E_AGL_COS_OFFS","MC_IPS_E_AGL_COS_OFFS","-","int16",2,"0","-4095","4095",0,"FM",0,0,"DEFAULT"
21729,"MC_IPS_E_AGL_SIN_OFFS","MC_IPS_E_AGL_SIN_OFFS","-","int16",2,"0","-4095","4095",0,"FM",0,0,"DEFAULT"
21728,"MC_EAGL_OFFS","MC_EAGL_OFFS","-","float",4,"0","-6.28","6.28",0,"FM",0,0,"DEFAULT"
21727,"CABLE_STABLE_DUR_MS","Cable keep stable duration.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21726,"AUTO_UNLOAD_HOLDING_ST","Auto unload holding status and time.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21725,"LORA_KEY_EVENT","LoRa key event.","-","uint16",2,"0","0","65535",0,"EP_LoRa",0,0,"DEFAULT"
21724,"BMS_MCU_TMPR","BMS_MCU_TMPR","-","float",4,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21723,"PMU_MCU_TMPR","PMU_MCU_TMPR","-","float",4,"0","-32768","32767",0,"PMU",0,0,"DEFAULT"
21722,"EP_WORKOUT_CHAINS_PCT_X100_S32","Chains weight percent, x100, int32_t","-","int32",4,"0","-2147483648","2147483647",0,"BP",1,1,"DEFAULT"
21721,"LOG_OVER_VCP","Output log over USB VCP.","-","uint8",1,"0","0","1",0,"BP",1,1,"DEFAULT"
21720,"SERVICE_ACCESS_ACT_TIME","Service access active time.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21719,"SERVICE_ACCESS_REQ_CODE","The request code for service access.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21718,"CHG_CURR","CHG_CURR","-","uint16",2,"0","0","65535",1,"PMU",1,1,"DEFAULT"
21717,"EP_MOSTMPR","EP_MOSTMPR","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21716,"EP_MAX_CHAINS_PCT","Max allowed chains percent.","-","uint8",1,"100","100","128",0,"BP",1,1,"DEFAULT"
21715,"S_TYPE_LOAD_CELL","S_TYPE_LOAD_CELL","-","float",4,"0","0","200000",1,"SENSOR",1,1,"DEFAULT"
21714,"BMS_IntTemperature","BMS_IntTemperature","-","int16",2,"0","0","65535",0,"BMS",0,0,"DEFAULT"
21713,"MC_INERTIA_COEFFICIENT","MC_INERTIA_COEFFICIENT","-","float",4,"0","0","100",1,"MC",1,1,"DEBUG"
21712,"DetectType","Detect_Type","-","uint8",1,"0","0","255",1,"PMU",1,1,"DEFAULT"
21711,"EP_TEST_COUNT_DELAY","EP_TEST_COUNT_DELAY","-","uint16",2,"5","0","65535",0,"EP_Multi_Laps",1,0,"DEFAULT"
21710,"EP_ONE_RUN_TEST_COUNT","EP_ONE_RUN_TEST_COUNT","-","uint16",2,"10","0","65535",0,"EP_Multi_Laps",1,0,"DEFAULT"
21709,"EP_TEST_CNT","EP_TEST_CNT","-","uint32",4,"1","0","10",0,"EP_Multi_Laps",1,0,"DEFAULT"
21708,"USER_STO_SETS_SYNC_SEQ","The sync sequence of user settings.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21707,"SAFETY_LOCK_VERSION2_CNT","SAFETY_LOCK_VERSION2_CNT","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21706,"SAFETY_LOCK_VERSION","SAFETY_LOCK_VERSION","-","uint8",1,"0","0","5",0,"BP",0,0,"DEFAULT"
21705,"LOCK_VERSION_TEST_EN","TEST_CNT","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21704,"SAFETY_LOCK_VERSION1_CNT","SAFETY_LOCK_VERSION1_CNT","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21703,"LAST_DETECT_TYPE","LAST_DETECT_CHG_CURR_SAMPLING_TYPE","-","uint8",1,"0","0","255",1,"PMU",1,1,"DEFAULT"
21702,"DETECT_TIMES","DETECT_TIMES","-","uint8",1,"0","0","255",1,"PMU",1,1,"DEFAULT"
21701,"EP_SPEDREFAVERAGE","EP_SPEDREFAVERAGE","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21700,"EP_IQINAVERAGE","EP_IQINAVERAGE","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21699,"IPS_EAGL_OFFSET_FLAG","IPS_EAGL_OFFSET_FLAG","-","int8",1,"0","0","5",1,"FACTORY_TEST",1,1,"DEFAULT"
21698,"IPS_EAGL_OFFSET","IPS_EAGL_OFFSET","-","uint16",2,"2048","0","4096",1,"FACTORY_TEST",1,1,"DEFAULT"
21697,"IPS_EAGL","IPS_EAGL","-","uint16",2,"0","0","4096",1,"FACTORY_TEST",1,1,"DEFAULT"
21696,"EP_SETTING_CESHI","EP_SETTING_CESHI","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21695,"FM_MAOUT1_OFFS","FM_MAOUT1_OFFS","-","int16",2,"0","-32767","32768",0,"FM",0,0,"DEFAULT"
21694,"FM_MAOUT0_OFFS","FM_MAOUT0_OFFS","-","int16",2,"0","-32767","32768",0,"FM",0,0,"DEFAULT"
21693,"FM_MAGL_ZERO_OFFS","FM_MAGL_ZERO_OFFS","-","float",4,"0","-100","100",0,"FM",0,0,"DEFAULT"
21692,"QUICK_CABLE_ADJUSTMENT","Pull the cable twice quickly to adjust length.","-","uint8",1,"1","0","1",0,"BP",1,1,"DEFAULT"
21691,"MPMAGL_CAL_STATE","MPMAGL_CAL_STATE","-","uint8",1,"0","0","255",0,"FM",0,0,"DEFAULT"
21690,"FM_MP_MAGL","FM_MP_MAGL","-","float",4,"0","-6.28","6.28",0,"FM",0,0,"DEFAULT"
21689,"MC_CHAIN_FORCE_LBS","MC_CHAIN_FORCE_LBS","lbs","float",4,"0","0","400",0,"MC",1,1,"DEFAULT"
21688,"MC_ROM_END","MC_ROM_END","cm","float",4,"0","0","2000",0,"MC",1,1,"DEFAULT"
21687,"MC_ROM_START","MC_ROM_START","cm","float",4,"0","0","2000",0,"MC",1,1,"DEFAULT"
21686,"EP_APP_RUN_ENABLE","EP_APP_RUN_ENABLE","-","uint8",1,"0","0","255",0,"EP_Multi_Laps",1,0,"DEFAULT"
21685,"MC_MOTOR_TEST_MODE","MC_MOTOR_TEST_MODE","-","uint8",1,"0","0","255",0,"MC",1,1,"DEFAULT"
21684,"MC_MOS_TEST_VQ","MC_MOS_TEST_VQ","-","float",4,"0","0","0.4",0,"MC",1,1,"DEFAULT"
21683,"MC_MOS_TEST_VD","MC_MOS_TEST_VD","-","float",4,"0","0","0.4",0,"MC",1,1,"DEFAULT"
21682,"MC_MOS_TEST_DELTA_AGL","MC_MOS_TEST_DELTA_AGL","-","float",4,"0.0001","0","1",0,"MC",1,1,"DEFAULT"
21681,"INA281_CALIBRATION_BETA","Beta coefficient for two-point calibration of INA281. Used to offset the scaled sensor value.","-","float",4,"0","-100","100",1,"PMU",1,1,"DEFAULT"
21680,"INA281_CALIBRATION_ALPHA","Alpha coefficient for two-point calibration of INA281. Used to scale the raw sensor value.","-","float",4,"0","-100","100",1,"PMU",1,1,"DEFAULT"
21679,"ESP32_AT_OTA_FAILED_CNT","The failed count of ESP32 AT OTA.","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21678,"UNLOAD_ALERT_SOUND_EN","Whether enable unload alert sound.","-","uint8",1,"1","0","1",0,"BP",1,1,"DEFAULT"
21677,"ESP32_AT_IGNORE_VER","Ignored ESP32 AT bin version.","-","uint32",4,"0","0","4294967295",1,"BP",1,0,"DEFAULT"
21676,"EXT_ROPECLAMP_FINETUNEFLAG","EXT_ROPECLAMP_FINETUNEFLAG","-","uint8",1,"0","0","2",1,"SENSOR",1,1,"DEFAULT"
21675,"EP_N32G430_TEMPERATURE","EP_N32G430_TEMPERATURE","-","float",4,"0","-65535","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21674,"MC_BEEP_VOL","MC beep volume","-","uint8",1,"30","0","100",0,"BP",1,1,"DEFAULT"
21673,"EXT_ROPECLAMP_MOTORCURR_MA","EXT_ROPECLAMP_MOTORCURR_MA","-","float",4,"0","0","1000",1,"SENSOR",1,1,"DEFAULT"
21672,"EXT_ROPECLAMP_OPENTIME_MS","EXT_ROPECLAMP_OPENTIME_MS","-","float",4,"1500","0","5000",1,"SENSOR",1,1,"DEFAULT"
21671,"EXT_ROPECLAMP_CLOSETIME_MS","EXT_ROPECLAMP_CLOSETIME_MS","-","float",4,"2000","0","5000",1,"SENSOR",1,1,"DEFAULT"
21670,"EXT_ROPECLAMP_MODE","EXT_ROPECLAMP_MODE","-","int8",1,"0","0","2",1,"SENSOR",1,1,"DEFAULT"
21669,"EXT_ROPECLAMP_STATE","EXT_ROPECLAMP_STATE","-","int8",1,"1","0","1",1,"SENSOR",1,1,"DEFAULT"
21668,"SPOOL_MAX_POSITION","SPOOL_MAX_POSITION","-","float",4,"0","-65535","65535",0,"SPOOL_BRAKE",0,0,"DEFAULT"
21667,"SPOOL_MIN_POSITION","SPOOL_MIN_POSITION","-","float",4,"0","-65535","65535",0,"SPOOL_BRAKE",0,0,"DEFAULT"
21666,"EP_MC_FM_MSPD_RADPS_5","EP_MC_FM_MSPD_RADPS_5","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21665,"EP_MC_FM_MSPD_RADPS_4","EP_MC_FM_MSPD_RADPS_4","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21664,"EP_MC_FM_MSPD_RADPS_3","EP_MC_FM_MSPD_RADPS_3","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21663,"EP_MC_FM_MSPD_RADPS_2","EP_MC_FM_MSPD_RADPS_2","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21662,"EP_MC_FM_MOSTMPR_5","EP_MC_FM_MOSTMPR_5","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21661,"EP_MC_FM_MOSTMPR_4","EP_MC_FM_MOSTMPR_4","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21660,"EP_MC_FM_MOSTMPR_3","EP_MC_FM_MOSTMPR_3","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21659,"EP_MC_FM_MOSTMPR_2","EP_MC_FM_MOSTMPR_2","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21658,"EP_MC_FM_IDQIN_5","EP_MC_FM_IDQIN_5","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21657,"EP_MC_FM_IDQIN_4","EP_MC_FM_IDQIN_4","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21656,"EP_MC_FM_IDQIN_3","EP_MC_FM_IDQIN_3","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21655,"EP_MC_FM_IDQIN_2","EP_MC_FM_IDQIN_2","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21654,"EP_MC_FM_RUMCOUNT_5","EP_MC_FM_RUMCOUNT_5","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21653,"EP_MC_FM_RUMCOUNT_4","EP_MC_FM_RUMCOUNT_4","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21652,"EP_MC_FM_RUMCOUNT_3","EP_MC_FM_RUMCOUNT_3","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21651,"EP_MC_FM_RUMCOUNT_2","EP_MC_FM_RUMCOUNT_2","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21650,"EP_MC_FM_MSPD_RADPS_1","EP_MC_FM_MSPD_RADPS_1","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21649,"EP_MC_FM_IDQIN_1","EP_MC_FM_IDQIN_1","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21648,"EP_MC_FM_MOSTMPR_1","EP_MC_FM_MOSTMPR_1","-","float",4,"0","-32768","32767",0,"EP_Multi_Laps",0,0,"DEFAULT"
21647,"EP_MC_FM_RUMCOUNT_1","EP_MC_FM_RUMCOUNT_1","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21646,"FCT_PAIR_MODE","FCT_PAIR_MODE","-","uint8",1,"0","0","1",1,"MC",1,1,"DEFAULT"
21645,"DAILY_LOG_TS","Last send daily log time.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21644,"PASSCODE_VIEW_STATUS","Passcode view status.","-","uint8",1,"0","0","4",0,"BP",0,0,"DEFAULT"
21643,"PASSCODE_VIEW_CTRL","Control passcode show or hide.","-","uint16",2,"0","0","65535",0,"BP",1,1,"DEFAULT"
21642,"MC_BLEED_CURRENT","MC_BLEED_CURRENT","-","float",4,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21641,"EP_RAW_ANALE_D","EP_RAW_ANALE_D","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21640,"EP_RAW_ANALE_C","EP_RAW_ANALE_C","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21639,"EP_RAW_ANALE_B","EP_RAW_ANALE_B","-","uint16",2,"0","0","65535",0,"EP_Multi_Laps",0,0,"DEFAULT"
21638,"MC_MOTORTEMP","MC_MOTORTEMP","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21637,"MC_BRTEMP","MC_BRTEMP","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21636,"MC_PCBTEMP","MC_PCBTEMP","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21635,"MC_CURRENT_W","MC_CURRENT_W","-","float",4,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21634,"MC_CURRENT_V","MC_CURRENT_V","-","float",4,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21633,"MC_CURRENT_U","MC_CURRENT_U","-","float",4,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21632,"MC_VBUS","MC_VBUS","-","float",4,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21631,"MC_VBUSRAW","MC_VBUSRAW","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21630,"MC_MOTORTEMP_RAW","MC_MOTORTEMP_RAW","-","uint16",2,"0","0","65535",0,"MC",1,0,"DEFAULT"
21629,"MC_BRTEMP_RAW","MC_BRTEMP_RAW","-","uint16",2,"0","0","65535",0,"MC",1,0,"DEFAULT"
21628,"MC_PCBTEMP_RAW","MC_PCBTEMP_RAW","-","uint16",2,"0","0","65535",0,"MC",1,0,"DEFAULT"
21627,"MC_PHASERAW_W","MC_PHASERAW_W","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21626,"MC_PHASERAW_V","MC_PHASERAW_V","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21625,"MC_PHASERAW_U","MC_PHASERAW_U","-","int16",2,"0","-32768","32767",0,"MC",1,0,"DEFAULT"
21624,"BLEED_TEST_MODE","BLEED_TEST_MODE","-","uint8",1,"0","0","255",0,"BLE",1,0,"DEFAULT"
21623,"BLE_TEST_STATE","BLE_TEST_STATE","-","uint8",1,"0","0","255",0,"BLE",1,0,"DEFAULT"
21622,"CABLE_INSP_MAX_LEN_ST","Max cable len status for Cable Inspection","-","uint16",2,"0","0","65535",0,"BP",1,1,"DEFAULT"
21621,"CABLE_INSP_MAX_LEN","Max cable len for inspectiion","mm","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21620,"BLE_TEST_COOL","BLE_TEST_COOL","-","int16",2,"500","0","32767",0,"BLE",1,0,"DEFAULT"
21619,"BLE_TEST_HEAT","BLE_TEST_HEAT","-","int16",2,"600","0","32767",0,"BLE",1,0,"DEFAULT"
21618,"SHOW_MC_PAIR_TEST_OVERLAY","Whether show MC pair test overlay","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21617,"BLE_TEST_DUTY","BLE_TEST_DUTY","-","uint8",1,"0","0","255",0,"BLE",1,0,"DEFAULT"
21616,"BLE_TEST_COUNT","BLE_TEST_COUNT","-","uint16",2,"0","0","65535",0,"BLE",1,0,"DEFAULT"
21615,"MC_PAIR_TEST_STATUS","MC_PAIR_TEST_STATUS","-","uint8",1,"0","0","10",1,"MC",1,1,"DEFAULT"
21611,"MC_DEBUG_MODE_REF_IQ","MC_DEBUG_MODE_REF_IQ","-","int32",4,"0","-100000","100000",0,"MC",1,1,"DEBUG"
21610,"MC_DEBUG_MODE","MC DEBUG MODE","-","uint32",4,"0","0","4294967295",0,"MC",1,1,"DEFAULT"
21609,"BMS_APP_UPGRADE_ENABLE","Use to enable or disable BMS upgrade feature","-","int8",1,"0","0","1",0,"BMS",1,0,"DEFAULT"
21608,"SET_MOTOR_DEBUG_MODE_TORQUE","SET_MOTOR_DEBUG_MODE_TORQUE","-","uint8",1,"0","0","255",0,"MC",0,0,"DEFAULT"
21607,"FITNESS_ONGOING_UI","UI status for ongoing fitness.","-","uint16",2,"0","0","65535",0,"BP",0,0,"DEFAULT"
21606,"MD5_FLAG","MD5_FLAG","-","uint8",1,"0","0","255",0,"EP_Multi_Laps",0,0,"DEFAULT"
21605,"COWORKER_PAIRED_EP_DEV","Paired EP device.","-","uint64",8,"0","0","0",0,"BP",0,0,"DEFAULT"
21604,"FCT_SAVE_TABLE_CTRL","FCT_SAVE_TABLE_CTRL","-","uint8",1,"0","0","255",0,"EP_Multi_Laps",0,0,"DEFAULT"
21603,"EP_LOCK_CALIB_STATE","EP_LOCK_CALIB_STATE","-","uint16",2,"0","0","10000",1,"BP",1,1,"DEFAULT"
21602,"EP_LOCK_CALIB_ANGLE","EP_LOCK_CALIB_ANGLE","-","uint16",2,"0","0","360",1,"BP",1,1,"DEFAULT"
21601,"EP_UNLOCK_CALIB_ANGLE","EP_UNLOCK_CALIB_ANGLE","-","uint16",2,"0","0","360",1,"BP",1,1,"DEFAULT"
21600,"FCT_STA_CTRL","FCT_STA_CTRL","-","uint8",1,"0","0","255",1,"EP_Multi_Laps",1,1,"DEFAULT"
21599,"MC_ENCODER","MC_ENCODER","-","uint16",2,"0","0","65535",0,"MC",1,1,"DEFAULT"
21598,"FAULT_TYPE","FAULT_TYPE","-","uint8",1,"0","0","255",1,"SPOOL_BRAKE",1,1,"DEFAULT"
21597,"SYSTEM_STATE","SYSTEM_STATE","-","uint8",1,"0","0","255",1,"SPOOL_BRAKE",1,1,"DEFAULT"
21596,"ACTION_MODE","Action_Mode","-","uint8",1,"0","0","255",1,"SPOOL_BRAKE",1,1,"DEFAULT"
21595,"ACCOUNT_LOGIN_OPTIONAL","Whether login is optional, when upgrade from old version, this value is true.","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21594,"LIFETIME_STATS_HISTORY_ALL","Lifetime stats history all.","-","uint64",8,"0","0","0",0,"BP",0,0,"DEFAULT"
21593,"LIFETIME_STATS_HISTORY_3","Lifetime stats history 3.","-","uint64",8,"0","0","0",0,"BP",0,0,"DEFAULT"
21592,"LIFETIME_STATS_HISTORY_2","Lifetime stats history 2.","-","uint64",8,"0","0","0",0,"BP",0,0,"DEFAULT"
21591,"LIFETIME_STATS_HISTORY_1","Lifetime stats history 1.","-","uint64",8,"0","0","0",0,"BP",0,0,"DEFAULT"
21590,"REPAIR_MODE","Repair mode.","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21589,"AFTER_SALES_CTRL","Mode contrl for after-sales.","-","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21588,"FCT_ERR_CNT","Errcode count at factory mode.","-","uint16",2,"0","0","65535",0,"BP",0,0,"DEFAULT"
21587,"EP_COMMC_ERR_CNT_CLEAR","Clear comm error count.","-","uint8",1,"0","0","1",0,"BP",1,1,"DEFAULT"
21586,"CHGR_PWM_TARGET_VOLTAGE","Target output voltage for test PMU","mV","uint32",4,"0","0","65000",1,"FACTORY_TEST",1,1,"DEFAULT"
21585,"MC_DISCHARGE_VOLT_THRT_V","MC_DISCHARGE_VOLT_THRT_V","-","float",4,"0","0","100",0,"MC",1,1,"DEFAULT"
21584,"AS_RXSEQ","AS_RXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21583,"AS_TXSEQ","AS_TXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21582,"MB_RXSEQ","MB_RXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21581,"MB_TXSEQ","MB_TXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21580,"FRONT_END_RXSEQ","FRONT_END_RXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21579,"FRONT_END_TXSEQ","FRONT_END_TXSEQ","-","uint32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21578,"CUSTOM_LOGO_BG_COLOR","Custom logo background color.","-","uint32",4,"0","0","16777215",0,"BP",0,0,"DEFAULT"
21577,"CUSTOM_LOGO_Y","Custom logo display y.","-","uint16",2,"0","0","720",0,"BP",0,0,"DEFAULT"
21576,"CUSTOM_LOGO_X","Custom logo display x.","-","uint16",2,"0","0","720",0,"BP",0,0,"DEFAULT"
21575,"FORCE_SENSOR_RXSEQ","FORCE_SENSOR_RXSEQ","-","int32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21574,"FORCE_SENSOR_TXSEQ","FORCE_SENSOR_TXSEQ","-","int32",4,"0","0","2147483647",0,"MC",0,0,"DEFAULT"
21573,"BACKUP_ENCODER_COUNT","BACKUP_ENCODER_COUNT","-","int32",4,"0","0","2147483647",0,"FE-Sensor",1,1,"DEFAULT"
21572,"MC_AGL_COUNT","MC_AGL_COUNT","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEBUG"
21571,"PASSCODE_ENABLE","Whether passcode is enable.","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21570,"PASSCODE_HASH","Encoded passcode","-","uint64",8,"0","0","18446744073709552000",0,"BP",0,0,"DEFAULT"
21569,"COWORKER_AUTO_LOAD_STATUS","The slave auto load status in twin mode.","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21568,"ROPE_LENGTH_RESERVED_CM","ROPE_LENGTH_RESERVED_CM","cm","float",4,"0","0","300",0,"MC",1,1,"DEFAULT"
21567,"APP_CHG_ERR_INFO_2","APP_CHG_ERR_INFO_2","-","uint16",2,"0","0","65535",0,"PMU",0,0,"DEFAULT"
21566,"ADC_NOISE_CHECK_STATUS","Indicates the status of ADC noise check.","-","uint8",1,"0","0","255",1,"FACTORY_TEST",1,1,"DEFAULT"
21565,"ADC_NOISE_STD_THRESHOLD","Threshold of ADC noise standard deviation in FCT mode.","LSB","float",4,"0","0","65535",1,"FACTORY_TEST",1,1,"DEFAULT"
21564,"OWNER_ID","The owner User ID of this device.","-","uint64",8,"0","0","18446744073709552000",0,"BP",0,0,"DEFAULT"
21563,"OTA_PENDING_PKG_VER","Current installing package version.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21562,"COWORKER_AUTO_CONNECT_INT","Coworker auto connect interval.","s","uint16",2,"30","10","600",0,"BP",1,1,"DEFAULT"
21561,"LAST_COWORKER_NAME","Last coworker name. This is a string value.","-","int8",1,"0","0","0",0,"BP",0,0,"DEFAULT"
21560,"LAST_COWORKER_ROLE","Last coworker role, 0 for none, 1 for main, 2 for follower.","-","uint8",1,"0","0","2",0,"BP",0,0,"DEFAULT"
21559,"LAST_COWORKER_BT_ADDR","Last coworker BT address.","-","uint64",8,"0","0","281474976710655",0,"BP",0,0,"DEFAULT"
21558,"FRONT_COVER_CALI_STATUS","Front cover calibration status.","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21557,"HARDWARE_VERSION","hardware version","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21556,"CABLE_OFFS_ABS_BASE","The absolutely position base for the relative cable offset.","-","float",4,"0","0","10000",0,"BP",0,0,"DEFAULT"
21555,"CABLE_RB_DONE_POS","Cable rollback done position when MC power on.","cm","float",4,"0","0","100000",0,"BP",0,0,"DEFAULT"
21554,"CABLE_INSPECTION_STATUS","Cable Inspection Status","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21553,"ISOMETRIC_MAX_FORCE","Max isometric test force.","lbs","uint16",2,"400","100","400",0,"BP",1,1,"DEFAULT"
21552,"LINEAR_HALL_FILTERED_3","Filtered ADC value of the linear hall 3.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21551,"LINEAR_HALL_FILTERED_2","Filtered ADC value of the linear hall 2.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21550,"LINEAR_HALL_FILTERED_1","Filtered ADC value of the linear hall 1.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21549,"LINEAR_HALL_RAW_3","Raw ADC value of the linear hall 3.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21548,"LINEAR_HALL_RAW_2","Raw ADC value of the linear hall 2.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21547,"LINEAR_HALL_RAW_1","Raw ADC value of the linear hall 1.","-","uint16",2,"0","0","4096",0,"BP",0,0,"DEFAULT"
21546,"MC_FITNESS_MODE2","MC_FITNESS_MODE2","-","uint32",4,"0","0","4294967295",0,"MC",1,1,"DEFAULT"
21545,"DOCK_TEST_STATUS","The status of dock test.","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21544,"PD_TEST_SWITCH","PD_TEST_SWITCH","-","uint8",1,"0","0","1",1,"PMU",1,1,"DEFAULT"
21543,"TASK_CONTROL","TASK_CONTROL","-","uint8",1,"0","0","255",1,"FACTORY_TEST",1,1,"DEFAULT"
21542,"TEST_AS5600_RAW","TEST_AS5600_RAW","-","uint16",2,"0","0","4096",1,"BP",1,1,"DEFAULT"
21541,"OVERDRIVE_FIRST_ACTIVE","First time active overdrive.","-","uint8",1,"1","0","1",0,"BP",0,0,"DEFAULT"
21540,"ROPE_JAM","Indicates whether a rope jam condition has been detected.","-","uint8",1,"0","0","5",1,"FACTORY_TEST",1,1,"DEFAULT"
21539,"SET_FORCE","Specifies the force value to be set for operation.","g","float",4,"22679","0","100000",1,"FACTORY_TEST",1,1,"DEFAULT"
21538,"FORCE_RISING_EDGE_THRESHOLD","Threshold value for detecting the rising edge of the force signal.","g","float",4,"5000","0","10000",1,"FACTORY_TEST",1,1,"DEFAULT"
21537,"OVERDRIVE_AVAILABLE","Whether Overdrive available.","-","uint8",1,"0","0","1",0,"BP",0,0,"DEFAULT"
21536,"UNLOCK_ANGLE_THRESHOLD","Unlock in place Angle threshold","-","float",4,"0","0","360",1,"BP",1,1,"DEFAULT"
21535,"LOCK_ANGLE_THRESHOLD","Lock in place Angle threshold","-","float",4,"0","0","360",1,"BP",1,1,"DEFAULT"
